'y-axis saved as y
'x,CLR_4N_056A_XRD_20190819.raw,Diff,Ycalc
33.8532235,1097,14.2930082,1082.70699
33.8889853,1066,-13.538363,1079.53836
33.9247471,1019,-57.4572108,1076.45721
33.9605089,1057,-16.4609157,1073.46092
33.9962708,1035,-35.5430273,1070.54303
34.0320326,1024,-43.6982157,1067.69822
34.0677944,1000,-64.9217788,1064.92178
34.1035562,1054,-8.19936754,1062.19937
34.139318,1017,-42.4158471,1059.41585
34.1750798,1006,-50.2167392,1056.21674
34.2108416,1059,6.25133348,1052.74867
34.2466034,1047,-3.22471391,1050.22471
34.2823652,1097,48.988588,1048.01141
34.318127,1028,-18.3067302,1046.30673
34.3538888,949,-96.0314869,1045.03149
34.3896506,958,-85.098517,1043.09852
34.4254124,987,-54.0944408,1041.09444
34.4611742,1010,-29.0243629,1039.02436
34.496936,1033,-3.53058945,1036.53059
34.5326978,978,-55.7925192,1033.79252
34.5684596,963,-69.0589309,1032.05893
34.6042214,986,-44.474092,1030.47409
34.6399832,946,-83.0616772,1029.06168
34.675745,998,-29.7783307,1027.77833
34.7115068,1012,-14.6335738,1026.63357
34.7472686,995,-30.6501102,1025.65011
34.7830304,977,-47.856447,1024.85645
34.8187923,993,-31.2887594,1024.28876
34.8545541,966,-57.9934946,1023.99349
34.8903159,1002,-22.0310725,1024.03107
34.9260777,965,-59.4812474,1024.48125
34.9618395,936,-89.4510397,1025.45104
34.9976013,989,-38.0867586,1027.08676
35.0333631,983,-46.5927238,1029.59272
35.0691249,926,-107.261336,1033.26134
35.1048867,1007,-31.5231371,1038.52314
35.1406485,986,-60.0336817,1046.03368
35.1764103,1004,-52.8318802,1056.83188
35.2121721,954,-118.645982,1072.64598
35.2479339,1042,-54.5278511,1096.52785
35.2836957,1087,-47.2818342,1134.28183
35.3194575,1166,-31.980776,1197.98078
35.3552193,1280,-34.9321196,1314.93212
35.3909811,1527,-18.1287027,1545.1287
35.4267429,1985,13.2766252,1971.72337
35.4625047,2665,136.039574,2528.96043
35.4982665,3108,312.706522,2795.29348
35.5340283,2778,219.87483,2558.12517
35.5697901,2443,144.254599,2298.7454
35.605552,1973,-2.99891245,1975.99891
35.6413138,1583,1.33388367,1581.66612
35.6770756,1244,-81.9474698,1325.94747
35.7128374,1111,-80.3943807,1191.39438
35.7485992,1090,-28.0402909,1118.04029
35.784361,1033,-41.0404628,1074.04046
35.8201228,1044,-1.32356764,1045.32357
35.8558846,1015,-10.3059521,1025.30595
35.8916464,985,-25.6117307,1010.61173
35.9274082,996,-3.36587172,999.365872
35.96317,941,-49.4574775,990.457477
35.9989318,961,-22.193149,983.193149
36.0346936,937,-40.1212072,977.121207
36.0704554,919,-52.9367936,971.936794
36.1062172,953,-14.4278817,967.427882
36.141979,934,-29.4431749,963.443175
36.1777408,861,-98.8722843,959.872284
36.2135026,921,-35.6330855,956.633086
36.2492644,915,-38.6634222,953.663422
36.2850262,880,-70.9155252,950.915525
36.320788,898,-50.3521742,948.352174
36.3565498,910,-35.9440065,945.944006
36.3923116,902,-41.6675951,943.667595
36.4280735,947,5.4959447,941.504055
36.4638353,947,7.56198111,939.438019
36.4995971,920,-17.4568708,937.456871
36.5353589,858,-77.5501917,935.550192
36.5711207,942,8.290572,933.709428
36.6068825,879,-52.9274433,931.927443
36.6426443,938,7.8027337,930.197266
36.6784061,876,-52.5139992,928.513999
36.7141679,916,-10.8732151,926.873215
36.7499297,898,-27.2708695,925.27087
36.7856915,932,8.3039952,923.696005
36.8214533,863,-59.0568645,922.056865
36.8572151,865,-55.0519691,920.051969
36.8929769,922,4.21307855,917.786921
36.9287387,932,15.7163637,916.283636
36.9645005,903,-11.9248316,914.924832
37.0002623,907,-6.58800041,913.588
37.0360241,869,-43.2670917,912.267092
37.0717859,893,-17.961169,910.961169
37.1075477,944,34.3383578,909.661642
37.1433095,959,50.7257913,908.274209
37.1790713,957,50.5152454,906.484755
37.2148331,930,25.5792379,904.420762
37.250595,941,37.8618958,903.138104
37.2863568,941,39.0888415,901.911159
37.3221186,930,29.2543752,900.745625
37.3578804,901,1.40514005,899.59486
37.3936422,864,-34.4515576,898.451558
37.429404,903,5.68440956,897.31559
37.4651658,917,20.8131668,896.186833
37.5009276,946,50.9348371,895.065163
37.5366894,879,-14.9504589,893.950459
37.5724512,835,-57.842604,892.842604
37.608213,909,17.2585155,891.741485
37.6439748,868,-22.6469914,890.646991
37.6797366,908,18.4409785,889.559021
37.7154984,852,-36.4774791,888.477479
37.7512602,901,13.5977212,887.402279
37.787022,864,-22.3333488,886.333349
37.8227838,861,-24.2706366,885.270637
37.8585456,829,-55.2141176,884.214118
37.8943074,872,-11.1638086,883.163809
37.9300692,839,-43.1197899,882.11979
37.965831,834,-47.0822442,881.082244
38.0015928,856,-24.0515245,880.051525
38.0373546,868,-11.0282842,879.028284
38.0731165,893,14.9862611,878.013739
38.1088783,872,-5.01023831,877.010238
38.1446401,871,-5.02262648,876.022626
38.1804019,868,-7.06170615,875.061706
38.2161637,855,-19.1523373,874.152337
38.2519255,884,10.6598798,873.34012
38.2876873,929,56.3663235,872.633677
38.3234491,928,56.1691127,871.830887
38.3592109,936,65.2839467,870.716053
38.3949727,916,46.389679,869.610321
38.4307345,923,54.4750754,868.524925
38.4664963,916,48.6523449,867.347655
38.5022581,808,-58.2179279,866.217928
38.5380199,883,17.8368647,865.163135
38.5737817,902,37.848336,864.151664
38.6095435,916,52.8373751,863.162625
38.6453053,889,26.8134443,862.186556
38.6810671,880,18.7809224,861.219078
38.7168289,826,-34.2579571,860.257957
38.7525907,873,13.6980612,859.301939
38.7883525,854,-4.35025363,858.350254
38.8241143,858,0.597606634,857.402393
38.8598762,884,27.5420015,856.457998
38.895638,927,71.4832012,855.516799
38.9313998,841,-13.5785805,854.57858
38.9671616,924,70.3568337,853.643166
39.0029234,915,62.2895961,852.710404
39.0386852,869,17.2198418,851.780158
39.074447,898,47.1476932,850.852307
39.1102088,911,61.0732638,849.926736
39.1459706,961,111.99666,849.00334
39.1817324,866,17.9179824,848.082018
39.2174942,837,-10.162672,847.162672
39.253256,905,58.7547899,846.24521
39.2890178,861,15.6704581,845.329542
39.3247796,913,68.5844203,844.41558
39.3605414,907,63.4967619,843.503238
39.3963032,854,11.4075665,842.592433
39.432065,871,29.3169158,841.683084
39.4678268,880,39.2248899,840.77511
39.5035886,872,32.1315675,839.868432
39.5393504,865,26.0370259,838.962974
39.5751122,851,12.941341,838.058659
39.610874,855,17.8445885,837.155411
39.6466358,844,7.74686206,836.253138
39.6823977,878,42.6483783,835.351622
39.7181595,845,10.5493697,834.45063
39.7539213,860,26.4491078,833.550892
39.7896831,870,37.3480536,832.651946
39.8254449,873,41.2463541,831.753646
39.8612067,851,20.1440791,830.855921
39.8969685,904,74.0412941,829.958706
39.9327303,896,66.9380636,829.061936
39.9684921,903,74.8344519,828.165548
40.0042539,862,34.7305417,827.269458
40.0400157,920,93.6265386,826.373461
40.0757775,877,51.5226595,825.47734
40.1115393,909,84.4181592,824.581841
40.1473011,879,55.3135597,823.68644
40.1830629,857,34.2089068,822.791093
40.2188247,921,99.1042865,821.895714
40.2545865,831,9.99975783,821.000242
40.2903483,835,14.8953754,820.104625
40.3261101,868,48.7911926,819.208807
40.3618719,903,84.6872623,818.312738
40.3976337,841,23.5836361,817.416364
40.4333955,877,60.4803647,816.519635
40.4691573,883,67.3774978,815.622502
40.5049192,897,82.2750845,814.724916
40.540681,846,32.1731724,813.826828
40.5764428,829,16.0718087,812.928191
40.6122046,883,70.9710392,812.028961
40.6479664,849,37.8709092,811.129091
40.6837282,829,18.7714627,810.228537
40.71949,927,117.672743,809.327257
40.7552518,848,39.5747922,808.425208
40.7910136,840,32.4776518,807.522348
40.8267754,892,85.3813623,806.618638
40.8625372,893,87.285963,805.714037
40.898299,896,91.1914927,804.808507
40.9340608,842,38.097989,803.902011
40.9698226,860,57.0054885,802.994512
41.0055844,857,54.9140241,802.085976
41.0413462,793,-8.17670603,801.176706
41.077108,836,35.7247034,800.275297
41.1128698,866,66.5463837,799.453616
41.1486316,876,77.178585,798.821415
41.1843934,855,57.0343757,797.965624
41.2201552,820,22.9293019,797.070698
41.255917,865,68.8257846,796.174215
41.2916788,839,43.7221916,795.277808
41.3274407,817,22.6184245,794.381576
41.3632025,829,35.514369,793.485631
41.3989643,842,49.4098932,792.590107
41.4347261,817,25.3048444,791.695156
41.4704879,821,30.1990468,790.800953
41.5062497,814,24.0922975,789.907703
41.5420115,818,28.9843625,789.015638
41.5777733,846,57.8749689,788.125031
41.6135351,824,36.7634782,787.236522
41.6492969,786,-0.358993871,786.358994
41.6850587,829,43.4350498,785.56495
41.7208205,781,-3.96750424,784.967504
41.7565823,865,80.8452183,784.154782
41.7923441,795,11.690157,783.309843
41.8281059,769,-13.4708882,782.470888
41.8638677,831,49.3593132,781.640687
41.8996295,799,18.1793029,780.820697
41.9353913,780,-0.0126501256,780.01265
41.9711531,775,-4.21867562,779.218676
42.0069149,778,-0.442108903,778.442109
42.0426767,781,3.31199698,777.688003
42.0784385,801,24.0445336,776.955466
42.1142004,788,11.7512915,776.248709
42.1499622,823,47.425164,775.574836
42.185724,824,49.0589813,774.941019
42.2214858,775,0.644003809,774.355996
42.2572476,744,-29.8309152,773.830915
42.2930094,765,-8.38019171,773.380192
42.3287712,772,-1.02273574,773.022736
42.364533,757,-15.7837493,772.783749
42.4002948,771,-1.69742611,772.697426
42.4360566,750,-22.8111112,772.811111
42.4718184,766,-7.19190051,773.191901
42.5075802,759,-14.9374686,773.937469
42.543342,745,-30.1945823,775.194582
42.5791038,767,-10.1926224,777.192622
42.6148656,772,-8.30612481,780.306125
42.6506274,750,-35.1731406,785.173141
42.6863892,846,53.0312949,792.968705
42.722151,797,-9.03697479,806.036975
42.7579128,809,-20.4631609,829.463161
42.7936746,845,-29.7766083,874.776608
42.8294364,896,-67.4742791,963.474279
42.8651982,1075,-26.4161289,1101.41613
42.90096,1074,-118.078749,1192.07875
42.9367219,1270,145.631231,1124.36877
42.9724837,1145,83.3490865,1061.65091
43.0082455,1074,35.6910502,1038.30895
43.0440073,1041,77.6596781,963.340322
43.0797691,944,66.7807751,877.219225
43.1155309,845,20.4089539,824.591046
43.1512927,847,50.7121261,796.287874
43.1870545,753,-27.0396684,780.039668
43.2228163,757,-12.7604001,769.7604
43.2585781,741,-21.6931473,762.693147
43.2943399,696,-61.5012916,757.501292
43.3301017,755,1.52027032,753.47973
43.3658635,745,-5.2285512,750.228551
43.4016253,701,-46.5073729,747.507373
43.4373871,746,0.834927831,745.165072
43.4731489,706,-37.1036437,743.103644
43.5089107,738,-3.25881037,741.25881
43.5446725,689,-50.5897144,739.589714
43.5804343,690,-48.0745251,738.074525
43.6161961,707,-29.7117391,736.711739
43.6519579,702,-33.5308117,735.530812
43.6877197,726,-8.62344186,734.623442
43.7234815,711,-23.2082256,734.208226
43.7592434,685,-49.619545,734.619545
43.7950052,716,-19.6978978,735.697898
43.830767,723,-12.7019647,735.701965
43.8665288,752,18.694169,733.305831
43.9022906,767,35.9074341,731.092566
43.9380524,742,12.5788246,729.421175
43.9738142,704,-22.9221355,726.922136
44.009576,713,-11.3030171,724.303017
44.0453378,735,12.7301256,722.269874
44.0810996,698,-22.6618514,720.661851
44.1168614,686,-33.2808565,719.280857
44.1526232,707,-11.0182338,718.018234
44.188385,707,-9.797733,716.797733
44.2241468,683,-32.6120759,715.612076
44.2599086,681,-33.4513086,714.451309
44.2956704,664,-49.3008574,713.300857
44.3314322,664,-48.0915575,712.091557
44.367194,658,-52.7197477,710.719748
44.4029558,719,9.41417613,709.585824
44.4387176,682,-26.496875,708.496875
44.4744794,721,13.5864779,707.413522
44.5102412,672,-34.3334548,706.333455
44.5460031,673,-32.2561505,705.25615
44.5817649,697,-7.18096275,704.180963
44.6175267,731,27.8997069,703.100293
44.6532885,675,-26.9491868,701.949187
44.6890503,678,-22.63434,700.63434
44.7248121,667,-32.5775984,699.577598
44.7605739,646,-52.5141997,698.5142
44.7963357,651,-46.4646076,697.464608
44.8320975,705,8.58243108,696.417569
44.8678593,653,-42.3716152,695.371615
44.9036211,637,-57.3268917,694.326892
44.9393829,676,-17.2835783,693.283578
44.9751447,698,5.75810569,692.241894
45.0109065,646,-45.2021045,691.202105
45.0466683,692,1.83547142,690.164529
45.0824301,646,-43.1295527,689.129553
45.1181919,685,-3.09764601,688.097646
45.1539537,689,1.93061843,687.069382
45.1897155,633,-53.045465,686.045465
45.2254773,687,1.97329177,685.026708
45.2612391,653,-31.0133534,684.013353
45.2970009,687,3.99509159,683.004908
45.3327627,630,-52.0083969,682.008397
45.3685246,662,-19.0253983,681.025398
45.4042864,720,39.9422813,680.057719
45.4400482,665,-14.1094899,679.10949
45.47581,623,-55.1867299,678.18673
45.5115718,653,-24.2980267,677.298027
45.5473336,697,20.5440819,676.455918
45.5830954,686,10.321288,675.678712
45.6188572,646,-28.9947297,674.99473
45.654619,607,-67.4585315,674.458532
45.6903808,628,-46.1575907,674.157591
45.7261426,716,41.7443357,674.255664
45.7619044,664,-11.0906028,675.090603
45.7976662,671,-6.40826964,677.40827
45.833428,584,-98.7954113,682.795411
45.8691898,632,-61.2796506,693.279651
45.9049516,641,-65.3747093,706.374709
45.9407134,635,-75.3986809,710.398681
45.9764752,634,-67.5082228,701.508223
46.012237,685,-9.69880923,694.698809
46.0479988,677,-14.1157322,691.115732
46.0837606,668,-15.1748837,683.174884
46.1195224,638,-35.2102651,673.210265
46.1552842,660,-6.34229408,666.342294
46.1910461,634,-28.1515671,662.151567
46.2268079,653,-6.35470953,659.35471
46.2625697,645,-12.2527562,657.252756
46.2983315,690,34.4762132,655.523787
46.3340933,663,8.98785419,654.012146
46.3698551,648,-4.63614724,652.636147
46.4056169,640,-11.3496412,651.349641
46.4413787,663,12.8750795,650.12492
46.4771405,736,87.0554943,648.944506
46.5129023,656,8.203088,647.796912
46.5486641,618,-28.6743336,646.674334
46.5844259,668,22.4286871,645.571313
46.6201877,636,-8.48394121,644.483941
46.6559495,647,3.59063916,643.409361
46.6917113,625,-17.3454456,642.345446
46.7274731,645,3.70941077,641.290589
46.7632349,588,-52.2435623,640.243562
46.7989967,650,10.7965866,639.203413
46.8347585,610,-28.1693988,638.169399
46.8705203,635,-2.14093281,637.140933
46.9062821,627,-9.11755111,636.117551
46.9420439,631,-4.09888355,635.098884
46.9778057,660,25.9153659,634.084634
47.0135676,642,8.92543468,633.074565
47.0493294,657,24.9315131,632.068487
47.0850912,610,-21.0662461,631.066246
47.120853,631,0.932278812,630.067721
47.1566148,577,-52.0728154,629.072815
47.1923766,629,0.918547494,628.081453
47.2281384,614,-13.0935736,627.093574
47.2639002,604,-22.1091339,626.109134
47.299662,663,37.8719007,625.128099
47.3354238,598,-26.1502982,624.150298
47.3711856,613,-10.1733128,623.173313
47.4069474,575,-47.1878497,622.18785
47.4427092,576,-45.1988621,621.198862
47.478471,585,-35.2333292,620.233329
47.5142328,592,-27.2743186,619.274319
47.5499946,629,10.6813198,618.31868
47.5857564,613,-4.36631538,617.366315
47.6215182,621,4.58274836,616.417252
47.65728,623,7.52863618,615.471364
47.6930418,583,-31.5261748,614.526175
47.7288036,663,49.4278988,613.572101
47.7645654,672,59.3852756,612.614724
47.8003273,610,-1.68136913,611.681369
47.8360891,648,37.2470388,610.752961
47.8718509,623,13.1707971,609.829203
47.9076127,620,11.0908877,608.909112
47.9433745,600,-7.9925399,607.99254
47.9791363,586,-21.0795246,607.079525
48.0148981,605,-1.1701049,606.170105
48.0506599,614,8.73568108,605.264319
48.0864217,592,-12.3622043,604.362204
48.1221835,594,-9.46379819,603.463798
48.1579453,606,3.43086265,602.569137
48.1937071,619,17.321742,601.678258
48.2294689,598,-2.79119595,600.791196
48.2652307,560,-39.9079864,599.907986
48.3009925,619,19.9713359,599.028664
48.3367543,606,7.84673661,598.153263
48.3725161,614,16.7181821,597.281818
48.4082779,612,15.5856392,596.414361
48.4440397,611,15.4490753,595.550925
48.4798015,627,32.3084583,594.691542
48.5155633,639,45.1637566,593.836243
48.5513251,565,-27.9850605,592.985061
48.5870869,604,11.8619765,592.138024
48.6228488,576,-15.2951621,591.295162
48.6586106,581,-9.45650548,590.456505
48.6943724,596,6.37791795,589.622082
48.7301342,622,33.2080803,588.79192
48.765896,595,7.03395423,587.966046
48.8016578,625,37.8555133,587.144487
48.8374196,621,34.6727314,586.327269
48.8731814,563,-22.5144166,585.514417
48.9089432,595,10.2940446,584.705955
48.944705,541,-42.9019087,583.901909
48.9804668,621,37.8977001,583.1023
49.0162286,604,21.6928485,582.307151
49.0519904,550,-31.5164955,581.516495
49.0877522,566,-14.732966,580.732966
49.123514,599,18.998974,580.001026
49.1592758,582,2.53467883,579.465321
49.1950376,547,-31.867017,578.867017
49.2307994,539,-39.1390977,578.139098
49.2665612,545,-32.3972915,577.397291
49.302323,561,-15.6606857,576.660686
49.3380848,552,-23.9301268,575.930127
49.3738466,603,27.7942465,575.205754
49.4096084,570,-4.48771727,574.487717
49.4453703,572,-1.77618443,573.776184
49.4811321,542,-31.0713384,573.071338
49.5168939,565,-7.37338211,572.373382
49.5526557,616,44.3174589,571.682541
49.5884175,596,25.0009329,570.999067
49.6241793,589,18.6767583,570.323242
49.6599411,559,-10.6553923,569.655392
49.6957029,561,-7.99845156,568.998452
49.7314647,547,-21.396642,568.396642
49.7672265,503,-64.993444,567.993444
49.8029883,584,16.463317,567.536683
49.8387501,587,20.0386736,566.961326
49.8745119,560,-6.38015907,566.380159
49.9102737,591,25.1873848,565.812615
49.9460355,547,-18.2606334,565.260633
49.9817973,569,4.27433645,564.725664
50.0175591,592,27.790593,564.209407
50.0533209,550,-13.7138715,563.713872
50.0890827,547,-16.2414406,563.241441
50.1248445,594,31.2050387,562.794961
50.1606063,544,-18.3778579,562.377858
50.1963681,583,21.0057211,561.994279
50.23213,544,-17.6492897,561.64929
50.2678918,564,2.650872,561.349128
50.3036536,550,-11.1015468,561.101547
50.3394154,534,-26.9162802,560.91628
50.3751772,557,-3.80568606,560.805686
50.410939,582,21.2143535,560.785646
50.4467008,607,46.1231477,560.876852
50.4824626,548,-13.1066706,561.106671
50.5182244,620,58.4880796,561.51192
50.5539862,514,-48.143101,562.143101
50.589748,559,-4.07101131,563.071011
50.6255098,544,-20.3974502,564.39745
50.6612716,589,22.7268535,566.273146
50.6970334,549,-19.9290993,568.929099
50.7327952,561,-11.7341099,572.73411
50.768557,608,29.6933489,578.306651
50.8043188,629,42.2524908,586.747509
50.8400806,631,30.8384755,600.161525
50.8758424,661,38.0870645,622.912935
50.9116042,750,85.37798,664.62202
50.947366,871,126.41567,744.58433
50.9831278,1118,239.25363,878.74637
51.0188896,1252,246.753549,1005.24645
51.0546515,1272,277.923947,994.076053
51.0904133,1192,288.624426,903.375574
51.1261751,1059,198.203598,860.796402
51.1619369,1065,214.795277,850.204723
51.1976987,966,173.934309,792.065691
51.2334605,809,102.713406,706.286594
51.2692223,682,39.0577277,642.942272
51.3049841,712,105.179217,606.820783
51.3407459,606,19.6201432,586.379857
51.3765077,654,80.0976511,573.902349
51.4122695,602,36.3339279,565.666072
51.4480313,535,-24.8707408,559.870741
51.4837931,524,-31.5803602,555.58036
51.5195549,559,6.72889478,552.271105
51.5553167,536,-13.6308944,549.630894
51.5910785,539,-8.46396561,547.463966
51.6268403,521,-24.6421855,545.642185
51.6626021,539,-5.07865633,544.078656
51.6983639,538,-4.71265251,542.712653
51.7341257,580,38.4993643,541.500636
51.7698875,506,-34.4106904,540.41069
51.8056493,571,31.5810367,539.418963
51.8414111,542,3.4926779,538.507322
51.877173,543,5.33817593,537.661824
51.9129348,545,8.12825715,536.871743
51.9486966,506,-30.1282007,536.128201
51.9844584,466,-69.4238168,535.423817
52.0202202,561,26.2467533,534.753247
52.055982,536,1.88805687,534.111943
52.0917438,512,-21.4961161,533.496116
52.1275056,481,-51.902614,532.902614
52.1632674,497,-35.3287973,532.328797
52.1990292,514,-17.7724399,531.77244
52.234791,527,-4.23165112,531.231651
52.2705528,531,0.295184346,530.704816
52.3063146,522,-8.19054476,530.190545
52.3420764,514,-15.687638,529.687638
52.3778382,554,24.8049475,529.195053
52.4136,527,-1.71187774,528.711878
52.4493618,513,-15.2373159,528.237316
52.4851236,532,4.22934416,527.770656
52.5208854,516,-11.3088454,527.308845
52.5566472,538,11.1898245,526.810176
52.592409,552,25.8561291,526.143871
52.6281708,556,30.4320401,525.56796
52.6639326,533,7.8672761,525.132724
52.6996945,520,-4.72090481,524.720905
52.7354563,499,-25.3135062,524.313506
52.7712181,557,33.0902205,523.909779
52.8069799,513,-10.5097754,523.509775
52.8427417,498,-25.1111603,523.11116
52.8785035,509,-13.6713667,522.671367
52.9142653,501,-21.0566714,522.056671
52.9500271,504,-17.5450073,521.545007
52.9857889,578,56.8339314,521.166069
53.0215507,516,-4.82166861,520.821669
53.0573125,526,5.48537715,520.514623
53.0930743,521,0.727833381,520.272167
53.1288361,543,22.8739282,520.126072
53.1645979,540,19.9933677,520.006632
53.2003597,536,16.313174,519.686826
53.2361215,514,-5.14426546,519.144265
53.2718833,535,16.3487765,518.651224
53.3076451,497,-21.2672917,518.267292
53.3434069,511,-6.84429041,517.84429
53.3791687,515,-2.32311242,517.323112
53.4149305,513,-3.8097314,516.809731
53.4506923,506,-10.3517619,516.351762
53.4864542,542,26.0687347,515.931265
53.522216,565,49.4701819,515.529818
53.5579778,536,20.8620438,515.137956
53.5937396,520,5.24889032,514.75111
53.6295014,552,37.6330851,514.366915
53.6652632,538,24.0159638,513.984036
53.701025,556,42.3983472,513.601653
53.7367868,549,35.7807803,513.21922
53.7725486,503,-9.8363494,512.836349
53.8083104,565,52.5472518,512.452748
53.8440722,526,13.9318187,512.068181
53.879834,511,-0.682451919,511.682452
53.9155958,553,41.7046112,511.295389
53.9513576,526,15.0931621,510.906838
53.9871194,505,-5.51665759,510.516658
54.0228812,502,-8.12471485,510.124715
54.058643,506,-3.73088313,509.730883
54.0944048,530,20.6649593,509.335041
54.1301666,514,5.06293073,508.937069
54.1659284,492,-16.5368536,508.536854
54.2016902,477,-31.1342804,508.13428
54.237452,481,-26.7292384,507.729238
54.2732138,478,-29.3216176,507.321618
54.3089757,511,4.08869079,506.911309
54.3447375,487,-19.4982056,506.498206
54.3804993,462,-44.0822001,506.0822
54.4162611,479,-26.6631866,505.663187
54.4520229,506,0.758939745,505.24106
54.4877847,484,-20.8157166,504.815717
54.5235465,489,-15.3870519,504.387052
54.5593083,464,-39.9549634,503.954963
54.5950701,487,-16.519349,503.519349
54.6308319,502,-1.08010709,503.080107
54.6665937,497,-5.63713423,502.637134
54.7023555,465,-37.1902768,502.190277
54.7381173,485,-16.7392229,501.739223
54.7738791,516,14.7159047,501.284095
54.8096409,463,-37.8283819,500.828382
54.8454027,448,-52.4316798,500.43168
54.8811645,487,-13.3026221,500.302622
54.9169263,459,-40.9969747,499.996975
54.9526881,493,-6.56048053,499.560481
54.9884499,466,-33.1043872,499.104387
55.0242117,505,6.35550052,498.644499
55.0599735,475,-23.1820504,498.18205
55.0957353,467,-30.7298853,497.729885
55.1314972,487,-10.3334479,497.333448
55.167259,482,-14.8979116,496.897912
55.2030208,506,9.56852896,496.431471
55.2387826,477,-18.9588375,495.958837
55.2745444,493,-2.48373648,495.483736
55.3103062,460,-35.0064935,495.006493
55.346068,442,-52.5273423,494.527342
55.3818298,472,-22.0465569,494.046557
55.4175916,436,-57.5644636,493.564464
55.4533534,479,-14.0845665,493.084567
55.4891152,441,-51.6666137,492.666614
55.524877,502,9.48196408,492.518036
55.5606388,493,0.796340148,492.20366
55.5964006,509,17.2307306,491.769269
55.6321624,482,-9.32364868,491.323649
55.6679242,471,-19.8832833,490.883283
55.703686,499,8.54922205,490.450778
55.7394478,449,-41.0398881,490.039888
55.7752096,514,24.3044822,489.695518
55.8109714,430,-59.335968,489.335968
55.8467332,435,-53.9625229,488.962523
55.882495,414,-74.6045253,488.604525
55.9182568,444,-44.2699259,488.269926
55.9540187,497,9.03639681,487.963603
55.9897805,498,10.308715,487.691285
56.0255423,469,-18.4601926,487.460193
56.0613041,490,2.71661936,487.283381
56.0970659,459,-28.1893267,487.189327
56.1328277,463,-24.1725159,487.172516
56.1685895,464,-23.2219843,487.221984
56.2043513,482,-5.3799151,487.379915
56.2401131,479,-8.67843525,487.678435
56.2758749,482,-6.15502012,488.15502
56.3116367,487,-1.85978198,488.859782
56.3473985,494,4.13857594,489.861424
56.3831603,501,9.74365295,491.256347
56.4189221,488,-5.1813314,493.181331
56.4546839,481,-14.8402872,495.840287
56.4904457,511,11.4549219,499.545078
56.5262075,543,38.2072704,504.79273
56.5619693,573,60.5844345,512.415565
56.5977311,556,32.1080128,523.891987
56.6334929,640,97.9622596,542.03774
56.6692547,694,121.359985,572.640015
56.7050165,728,99.7944709,628.205529
56.7407784,827,94.2999331,732.700067
56.7765402,988,86.7878217,901.212178
56.812302,1079,37.6288007,1041.3712
56.8480638,1087,91.0548488,995.945151
56.8838256,1091,213.785958,877.214042
56.9195874,1030,198.94535,831.05465
56.9553492,1052,197.966868,854.033132
56.991111,964,121.165175,842.834825
57.0268728,854,71.1706558,782.829344
57.0626346,848,119.879682,728.120318
57.0983964,747,75.4815392,671.518461
57.1341582,630,14.8374433,615.162557
57.16992,611,29.0343424,581.965658
57.2056818,569,-1.8498882,570.849888
57.2414436,551,-7.32676236,558.326762
57.2772054,507,-26.9097914,533.909791
57.3129672,507,-2.37002069,509.370021
57.348729,504,11.2645845,492.735416
57.3844908,450,-32.352841,482.352841
57.4202526,503,27.514045,475.485955
57.4560144,449,-21.5671696,470.56717
57.4917762,459,-7.80910818,466.809108
57.527538,445,-18.7995462,463.799546
57.5632999,492,30.6923399,461.30766
57.5990617,432,-27.1974034,459.197403
57.6348235,431,-26.3871654,457.387165
57.6705853,493,37.1696086,455.830391
57.7063471,463,8.49305823,454.506942
57.7421089,466,12.5785982,453.421402
57.7778707,449,-3.60807851,452.608079
57.8136325,457,4.85409106,452.145909
57.8493943,452,-0.192855712,452.192856
57.8851561,442,-11.0647555,453.064756
57.9209179,446,-9.42265529,455.422655
57.9566797,466,5.30076435,460.699236
57.9924415,457,-14.6176482,471.617648
58.0282033,485,-4.80964418,489.809644
58.0639651,482,-22.7162473,504.716247
58.0997269,466,-32.7445232,498.744523
58.1354887,474,-9.82207096,483.822071
58.1712505,494,17.6597155,476.340285
58.2070123,474,-2.44954818,476.449548
58.2427741,481,8.41395352,472.586046
58.2785359,438,-23.6584225,461.658422
58.3142977,502,51.2618104,450.73819
58.3500595,464,20.7350427,443.264957
58.3858214,461,22.6428604,438.35714
58.4215832,469,34.0216129,434.978387
58.457345,447,14.673686,432.326314
58.4931068,399,-31.3590265,430.359026
58.5288686,469,40.3163595,428.683641
58.5646304,439,11.8577639,427.142236
58.6003922,403,-22.7753301,425.77533
58.636154,464,39.4429195,424.557081
58.6719158,451,27.565234,423.434766
58.7076776,434,11.6562338,422.343766
58.7434394,439,17.7470419,421.252958
58.7792012,438,18.001569,419.998431
58.814963,405,-14.0066876,419.006688
58.8507248,409,-9.15657149,418.156571
58.8864866,439,21.6290021,417.370998
58.9222484,440,23.3669529,416.633047
58.9580102,429,13.0525336,415.947466
58.993772,372,-43.3144947,415.314495
59.0295338,433,18.2799678,414.720032
59.0652956,407,-7.23797432,414.237974
59.1010574,394,-19.9683338,413.968334
59.1368192,372,-41.97921,413.97921
59.1725811,429,14.5076634,414.492337
59.2083429,434,18.0132977,415.986702
59.2441047,419,-0.354879785,419.35488
59.2798665,414,-10.9942506,424.994251
59.3156283,390,-38.9011386,428.901139
59.3513901,413,-12.3958592,425.395859
59.3871519,395,-25.2553757,420.255376
59.4229137,418,-0.19887171,418.198872
