'y-axis saved as y
'x,CLR_4N_056A_XRD_20190819.raw,Diff,Ycalc
24.8412488,2926,6.20909711,2919.7909
24.8770106,2880,-27.5125109,2907.51251
24.9127724,2915,19.7281107,2895.27189
24.9485342,2931,47.9273575,2883.07264
24.984296,2858,-12.9174611,2870.91746
25.0200578,2790,-68.8094884,2858.80949
25.0558197,2790,-56.7524379,2846.75244
25.0915815,2914,79.2492523,2834.75075
25.1273433,2901,78.1902139,2822.80979
25.1631051,2826,15.0638737,2810.93613
25.1988669,2910,110.862077,2799.13792
25.2346287,2904,116.574571,2787.42543
25.2703905,2825,49.1882726,2775.81173
25.3061523,2758,-6.31376901,2764.31377
25.3419141,2830,77.0461075,2752.95389
25.3776759,2934,192.237914,2741.76209
25.4134377,2707,-23.7794424,2730.77944
25.4491995,2823,102.936406,2720.06359
25.4849613,2838,128.30247,2709.69753
25.5207231,2755,55.195535,2699.80447
25.5564849,2749,58.4259617,2690.57404
25.5922467,2832,149.68903,2682.31097
25.6280085,2716,40.4686465,2675.53135
25.6637703,2826,154.831456,2671.16854
25.6995321,2689,17.9445178,2671.05548
25.7352939,2671,-8.15410291,2679.1541
25.7710557,2768,63.3728329,2704.62717
25.8068175,2697,-69.6543122,2766.65431
25.8425793,2875,-11.3057929,2886.30579
25.8783412,2936,-95.8297345,3031.82973
25.914103,2890,-194.934766,3084.93477
25.9498648,2999,1.74111507,2997.25888
25.9856266,2857,-3.6675369,2860.66754
26.0213884,2707,-11.9822224,2718.98222
26.0571502,2653,28.8293194,2624.17068
26.092912,2697,126.74254,2570.25746
26.1286738,2621,84.1855877,2536.81441
26.1644356,2569,56.1234766,2512.87652
26.2001974,2510,16.2514334,2493.74857
26.2359592,2551,73.6915916,2477.30841
26.271721,2483,20.5033381,2462.49666
26.3074828,2487,38.2629856,2448.73701
26.3432446,2556,120.306262,2435.69374
26.3790064,2478,54.8397394,2423.16026
26.4147682,2558,146.996296,2411.0037
26.45053,2553,153.864607,2399.13539
26.4862918,2511,123.505704,2387.4943
26.5220536,2399,22.9626578,2376.03734
26.5578154,2435,70.2656446,2364.73436
26.5935772,2537,183.431127,2353.56887
26.629339,2453,110.469623,2342.53038
26.6651009,2472,140.423158,2331.57684
26.7008627,2548,227.292849,2320.70715
26.7366245,2462,152.081436,2309.91856
26.7723863,2362,62.7945258,2299.20547
26.8081481,2305,16.437046,2288.56295
26.8439099,2464,186.012969,2277.98703
26.8796717,2375,107.525503,2267.4745
26.9154335,2286,28.9772593,2257.02274
26.9511953,2372,125.370371,2246.62963
26.9869571,2281,44.7065882,2236.29341
27.0227189,2339,112.987312,2226.01269
27.0584807,2344,128.213106,2215.78689
27.0942425,2373,167.383857,2205.61614
27.1300043,2316,120.52948,2195.47052
27.1657661,2293,107.748824,2185.25118
27.2015279,2277,101.941606,2175.05839
27.2372897,2301,135.913509,2165.08649
27.2730515,2248,92.8061243,2155.19388
27.3088133,2308,162.648469,2145.35153
27.3445751,2283,147.44181,2135.55819
27.3803369,2154,28.1860295,2125.81397
27.4160987,2178,61.8812957,2116.1187
27.4518605,2245,138.532866,2106.46713
27.4876224,2213,116.176902,2096.8231
27.5233842,2142,54.8820214,2087.11798
27.559146,2219,141.550381,2077.44962
27.5949078,2186,118.001534,2067.99847
27.6306696,2144,85.3881757,2058.61182
27.6664314,2206,156.707085,2049.29292
27.7021932,2128,87.967929,2040.03207
27.737955,2119,88.169762,2030.83024
27.7737168,2164,142.308531,2021.69147
27.8094786,2118,105.378507,2012.62149
27.8452404,2046,42.3713608,2003.62864
27.8810022,2078,83.2745696,1994.72543
27.916764,2050,64.068571,1985.93143
27.9525258,2068,90.7213622,1977.27864
27.9882876,2050,81.1775589,1968.82244
28.0240494,1998,37.3343742,1960.66563
28.0598112,1982,28.9837088,1953.01629
28.095573,2003,56.6607398,1946.33926
28.1313348,2049,107.269864,1941.73014
28.1670966,2075,133.675219,1941.32478
28.2028584,2010,63.9151964,1946.0848
28.2386202,1945,-3.26553103,1948.26553
28.274382,2003,65.8072729,1937.19273
28.3101439,1999,77.9578699,1921.04213
28.3459057,1974,72.2990819,1901.70092
28.3816675,1956,71.9558594,1884.04414
28.4174293,1980,109.654592,1870.34541
28.4531911,2006,146.724525,1859.27548
28.4889529,1917,67.5022954,1849.4977
28.5247147,1906,65.6357547,1840.36425
28.5604765,1960,128.408853,1831.59115
28.5962383,1960,136.955377,1823.04462
28.6320001,1806,-8.65542996,1814.65543
28.6677619,1917,110.615223,1806.38478
28.7035237,1867,68.7904835,1798.20952
28.7392855,1936,145.884886,1790.11511
28.7750473,1923,140.90795,1782.09205
28.8108091,1858,83.8661315,1774.13387
28.8465709,1875,108.763947,1766.23605
28.8823327,1770,11.6046362,1758.39536
28.9180945,1857,106.390582,1750.60942
28.9538563,1852,109.123571,1742.87643
28.9896181,1780,44.8049723,1735.19503
29.0253799,1781,53.4358517,1727.56415
29.0611417,1746,26.0170545,1719.98295
29.0969035,1774,61.5492623,1712.45074
29.1326654,1865,160.033033,1704.96697
29.1684272,1771,73.4688311,1697.53117
29.204189,1750,59.8570486,1690.14295
29.2399508,1711,28.1980217,1682.80198
29.2757126,1754,78.4920431,1675.50796
29.3114744,1672,3.73937115,1668.26063
29.3472362,1741,79.940237,1661.05976
29.382998,1749,95.0948513,1653.90515
29.4187598,1757,110.203457,1646.79654
29.4545216,1612,-27.7328423,1639.73284
29.4902834,1626,-6.70785649,1632.70786
29.5260452,1602,-23.7157645,1625.71576
29.561807,1630,11.2152022,1618.7848
29.5975688,1613,1.09473677,1611.90526
29.6333306,1645,39.9286031,1605.0714
29.6690924,1660,61.7176089,1598.28239
29.7048542,1646,54.4619012,1591.5381
29.740616,1607,22.1616033,1584.8384
29.7763778,1543,-35.1831121,1578.18311
29.8121396,1617,45.4288079,1571.57119
29.8479014,1572,7.00352834,1564.99647
29.8836632,1575,16.5465709,1558.45343
29.9194251,1558,6.02933272,1551.97067
29.9551869,1553,7.46463845,1545.53536
29.9909487,1631,91.8545386,1539.14546
30.0267105,1542,9.20080573,1532.79919
30.0624723,1617,90.5035158,1526.49648
30.0982341,1562,41.7629621,1520.23704
30.1339959,1598,83.979271,1514.02073
30.1697577,1617,109.152571,1507.84743
30.2055195,1527,25.2829918,1501.71701
30.2412813,1483,-12.6293343,1495.62933
30.2770431,1532,42.4157263,1489.58427
30.3128049,1523,39.4183089,1483.58169
30.3485667,1514,36.3785507,1477.62145
30.3843285,1431,-40.7034097,1471.70341
30.4200903,1435,-30.8274318,1465.82743
30.4558521,1446,-13.9933734,1459.99337
30.4916139,1430,-24.2010911,1454.20109
30.5273757,1500,51.5495604,1448.45044
30.5631375,1440,-2.74127208,1442.74127
30.5988993,1553,115.92656,1437.07344
30.6346611,1499,67.5532055,1431.44679
30.6704229,1454,28.1388166,1425.86118
30.7061847,1485,64.6835457,1420.31645
30.7419466,1407,-7.81245312,1414.81245
30.7777084,1447,37.6509757,1409.34902
30.8134702,1409,5.07398894,1403.92601
30.849232,1454,55.4567449,1398.54326
30.8849938,1442,48.7994032,1393.2006
30.9207556,1390,2.1021245,1387.89788
30.9565174,1389,6.36507105,1382.63493
30.9922792,1373,-4.41159382,1377.41159
31.028041,1362,-10.2277084,1372.22771
31.0638028,1437,69.9165308,1367.08347
31.0995646,1388,26.0092397,1361.99076
31.1353264,1315,-42.0753912,1357.07539
31.1710882,1357,4.26032593,1352.73967
31.20685,1275,-73.8661903,1348.86619
31.2426118,1395,50.8298281,1344.17017
31.2783736,1315,-24.3676531,1339.36765
31.3141354,1365,30.3957386,1334.60426
31.3498972,1356,26.1131171,1329.88688
31.385659,1280,-45.2161494,1325.21615
31.4214208,1284,-36.5927954,1320.5928
31.4571826,1298,-18.0176734,1316.01767
31.4929444,1306,-5.49177422,1311.49177
31.5287062,1311,3.98374798,1307.01625
31.5644681,1328,25.4072015,1302.5928
31.6002299,1261,-37.2346781,1298.23468
31.6359917,1240,-54.066232,1294.06623
31.6717535,1310,19.5170422,1290.48296
31.7075153,1314,26.6170145,1287.38299
31.7432771,1280,-3.52715209,1283.52715
31.7790389,1269,-10.6045663,1279.60457
31.8148007,1254,-21.760087,1275.76009
31.8505625,1248,-24.0066152,1272.00662
31.8863243,1244,-24.3522799,1268.35228
31.9220861,1311,46.1931741,1264.80683
31.9578479,1289,27.6179932,1261.38201
31.9936097,1267,8.90790569,1258.09209
32.0293715,1297,42.0454557,1254.95454
32.0651333,1267,15.0091203,1251.99088
32.1008951,1266,16.7721284,1249.22787
32.1366569,1253,6.30085681,1246.69914
32.1724187,1302,57.552624,1244.44738
32.2081805,1279,36.4726048,1242.5274
32.2439423,1248,6.98944362,1241.01056
32.2797041,1178,-61.9911068,1239.99111
32.3154659,1207,-32.5956049,1239.5956
32.3512278,1207,-32.9972125,1239.99721
32.3869896,1298,56.5620245,1241.43798
32.4227514,1216,-28.2646619,1244.26466
32.4585132,1294,45.011487,1248.98851
32.494275,1226,-30.3891375,1256.38914
32.5300368,1192,-75.7043333,1267.70433
32.5657986,1321,36.0019408,1284.99806
32.6015604,1322,10.073509,1311.92649
32.6373222,1342,-13.4741251,1355.47413
32.673084,1450,19.7423139,1430.25769
32.7088458,1636,66.4533334,1569.54667
32.7446076,1798,-48.4872125,1846.48721
32.7803694,2284,-77.7625501,2361.76255
32.8161312,2751,-285.971596,3036.9716
32.851893,2965,-404.910592,3369.91059
32.8876548,2825,-267.8604,3092.8604
32.9234166,2447,-288.341468,2735.34147
32.9591784,2179,-89.6483055,2268.64831
32.9949402,1684,-120.457747,1804.45775
33.030702,1555,25.2004932,1529.79951
33.0664638,1353,-33.7717551,1386.77176
33.1022256,1221,-86.1034279,1307.10343
33.1379874,1243,-15.0361639,1258.03616
33.1737493,1164,-61.174074,1225.17407
33.2095111,1164,-37.6770609,1201.67706
33.2452729,1125,-58.9812511,1183.98125
33.2810347,1080,-90.080857,1170.08086
33.3167965,1145,-13.7749043,1158.7749
33.3525583,1074,-75.3074156,1149.30742
33.3883201,1095,-46.182573,1141.18257
33.4240819,1086,-48.063846,1134.06385
33.4598437,1134,6.28391393,1127.71609
33.4956055,1068,-53.9708358,1121.97084
33.5313673,1054,-62.7047718,1116.70477
33.5671291,1078,-33.8258799,1111.82588
33.6028909,997,-110.264342,1107.26434
33.6386527,1077,-25.9663788,1102.96638
33.6744145,1097,-1.89019879,1098.8902
33.7101763,1062,-33.0111116,1095.01111
33.7459381,1020,-71.4021608,1091.40216
33.7816999,1129,40.6176747,1088.38233
33.8174617,1038,-47.8518821,1085.85188
